Site,Square,AU,Spit,Group,Artno,Material,Colour,Weight,Length,Artclas,Cortex,Cortype,Initiat,Breaks,Noseg,Platwid,Plat,Focal,Overhang,NoDS,NoPS,Rtch,Plat_2,Focal_2,Overhang_2,NoDS_2,NoPS_2,Rtch_2,RetOri,Retype,Retloc,Retlen,Retdep,Portion,Heat,EdgeDam,Weathering,Corerot,RetScNo,Term,Janus,Recycled,Redirect,Usewear?,Width,Thick,Platthic,area,elongation,,,,
J,B,1,35,2,2648,Volcanic,Dk Grey,0.19,9.5,Flake,0,,Hertz,,,5.89,Single,,No,3,1,,Single,,No,3,1,,,,,,,,,,,,,Feather,,,,,6.36,2.4,1.35,60.42,1.493710692,,,,
J,B,1,35,2,2649,Chert,Grey,0.02,7.28,Flake-b,0,,Hertz,Long,,,Focal,,No,2,,,Focal,,No,2,,,,,,,,Rlat,,,,,,Hinge,,,,,3.56,0.51,,25.9168,2.04494382,,,,
J,B,1,35,2,2650,Chert,Lt Brown,0.03,4.89,Flake,0,,Hertz,,,1.51,Single,,No,4,1,,Single,,No,4,1,,,,,,,,,,,,,Feather,,,,,3.85,1.44,0.65,18.8265,1.27012987,,,,
J,B,1,35,2,2651,Volcanic,Dk Grey,0.08,6.94,Flake,0,,Hertz,,,5.45,Single,,No,2,1,,Single,,No,2,1,,,,,,,,,,,,,Feather,,,,,6.54,1.26,1.28,45.3876,1.06116208,,,,
J,B,1,35,2,2652,Chert,Brown,0.03,3.2,Flake,0,,Bending,,,5.19,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,,,,,,,Feather,,,,,5.33,0.59,1.43,17.056,0.600375235,,,,
J,B,1,35,2,2653,Chert,Red,0.03,4.27,Flake-b,0,,Bending,,,2.97,Single,,No,4,1,,Single,,No,4,1,,,,,,,,,,,,,Feather,,,,,4.27,1.85,1.01,18.2329,1,,,,
J,B,1,35,2,2654,Volcanic,Lt Brown,0.33,19.67,Flake,40,Angul,Hertz,,,,Focal,,Yes,2,,,Focal,,Yes,2,,,,,,,,,,,,,,Feather,,,,,5.84,2.98,,114.8728,3.368150685,,,,
J,B,1,35,2,2655,Chert,Brown,0.06,10.51,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68,2.32,,17.6568,6.255952381,,,,
J,B,1,35,2,2656,Chert,Brown,0.06,6.1,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28,2.26,,13.908,2.675438596,,,,
J,B,1,35,2,2657,Chert,Brown,0.07,8.06,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,2.29,,29.822,2.178378378,,,,
J,B,1,35,2,2658,Chert,Grey,0.09,7.58,Flake,0,,Hertz,,,,Focal,,No,3,,,Focal,,No,3,,,,,,,,,,,,,,Feather,,,,,4.09,2.8,,31.0022,1.853300733,,,,
J,B,1,35,2,2659,Chert,Grey,0.03,4.19,Flake,0,,Hertz,,,,Focal,,Yes,3,,,Focal,,Yes,3,,,,,,,,,,,,,,Hinge,,,,,3.39,1.06,,14.2041,1.235988201,,,,
J,B,1,35,2,2660,Chert,Orange,0.01,1.5,Flake-b,0,,Bending,Trans,,3.84,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,Prox,,,,,,,,,,,4.92,0.95,1.01,7.38,0.304878049,,,,
J,B,1,35,2,2661,Chert,Brown,0.01,4.58,Flake-b,0,,,Trans,,,,,,1,,,,,,1,,,,,,,,Dist,,,,,,Feather,,,,,4,0.19,,18.32,1.145,,,,
J,B,1,35,2,2662,Chert,Lt Brown,0.01,2.31,Flake,0,,Hertz,,,,Focal,,Yes,2,,,Focal,,Yes,2,,,,,,,,,,,,,,Hinge,,,,,6.26,0.49,,14.4606,0.369009585,,,,
J,B,1,35,2,2663,Chert,Brown,0.01,2.8,Flake,0,,Hertz,,,,Focal,,No,1,,,Focal,,No,1,,,,,,,,,,1,,,,Feather,,,,,4.21,0.41,,11.788,0.665083135,,,,
J,B,1,35,2,2664,Chert,Brown,0.01,2.08,Flake-b,0,,,Trans,,,,,,2,,,,,,2,,,,,,,,Med,,,,,,,,,,,5.25,1.03,,10.92,0.396190476,,,,
J,B,1,35,2,2665,Chert,Brown,0.01,4.61,Flake,0,,Hertz,,,,Focal,,Yes,2,,,Focal,,Yes,2,,,,,,,,,,,,,,Feather,,,,,3.32,0.84,,15.3052,1.388554217,,,,
J,B,1,35,2,2666,Chert,Grey,0.03,4.29,Flake-b,0,,Hertz,Lmarg,,4.71,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,,,,,,,Feather,,,,,4.27,0.99,1.22,18.3183,1.004683841,,,,
J,B,1,35,2,2667,Chert,Faun,0.02,8.49,Flake,0,,Hertz,,,2.29,Single,,Yes,4,1,,Single,,Yes,4,1,,,,,,,,,,,,,Feather,,,,,3.19,1.1,1.21,27.0831,2.661442006,,,,
J,B,1,35,2,2668,Chert,Red,0.01,2.3,Flake-b,0,,,Trans,,,,,,3,,,,,,3,,,,,,,,Dist,,,,,,Hinge,,,,,3.64,0.63,,8.372,0.631868132,,,,
J,B,1,35,2,2669,Chert,Dk Brown,0.02,7.09,Flake,0,,Hertz,,,,Focal,,No,3,,,Focal,,No,3,,,,,,,,,,,,,,Feather,,,,,3.99,1.11,,28.2891,1.776942356,,,,
J,B,1,35,2,2670,Chert,Grey,0.02,4.97,Flake-b,0,,,Trans,,,,,,3,,,,,,3,,,,,,,,Dist,,,,,,Feather,,,,,5.08,0.9,,25.2476,0.978346457,,,,
J,B,1,35,2,2671,Chert,Red,0.01,2.49,Flake,0,,Bending,,,2.35,Single,,No,3,1,,Single,,No,3,1,,,,,,,,,,,,,Feather,,,,,2.25,1.39,2.12,5.6025,1.106666667,,,,
J,B,1,35,2,2672,Chert,Brown,0.01,3.08,Flake-b,0,,Hertz,Long,,,,,Yes,1,,,,,Yes,1,,,,,,,,Med,,,,,,Feather,,,,,2.37,0.55,,7.2996,1.299578059,,,,
J,B,1,35,2,2673,Chert,Grey,0.55,14.23,FP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.82,2.35,,97.0486,2.086510264,,,,
J,B,1,35,2,2674,Volcanic,Brown,0.13,7.93,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.76,2.34,,37.7468,1.665966387,,,,
J,B,1,35,2,2675,Chert,Brown,0.19,13.29,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75,3.55,,49.8375,3.544,,,,
J,B,1,35,2,2676,Chert,Brown,0.02,7,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.17,1.75,,29.19,1.678657074,,,,
J,B,1,35,2,2677,Chert,Brown,0.01,2.81,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92,1.36,,8.2052,0.962328767,,,,
J,B,1,35,2,2678,Volcanic,Dk Grey,0.13,10.43,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.15,3.34,,53.7145,2.025242718,,,,
J,B,1,35,2,2679,Chert,Red,0.01,3.22,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.48,0.57,,7.9856,1.298387097,,,,
J,B,1,35,2,2680,Chert,Grey,0.08,7.36,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.73,1.36,,42.1728,1.284467714,,,,
J,B,1,35,2,2681,Chert,Grey,0.02,4.91,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.27,1.19,,20.9657,1.149882904,,,,
J,B,1,35,2,2682,Chert,Red,0.03,7.19,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93,2.14,,13.8767,3.725388601,,,,
J,B,1,35,2,2683,Chert,Brown,0.01,3.74,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.07,1.07,,15.2218,0.918918919,,,,
J,B,1,35,2,2684,Chert,Brown,0.06,8.63,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.17,1.61,,35.9871,2.069544365,,,,
J,B,1,35,2,2685,Chert,Dk Brown,0.13,9.47,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.87,2.29,,36.6489,2.447028424,,,,
J,B,1,35,2,2686,Chert,Lt Brown,0.04,7.89,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,1.24,,33.927,1.834883721,,,,
J,B,1,35,2,2687,Volcanic,Dk Grey,0.07,7.38,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.18,1.63,,45.6084,1.194174757,,,,
J,B,1,35,2,2688,Chert,Brown,0.05,4.7,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.41,2.6,,20.727,1.065759637,,,,
J,B,1,35,2,2689,Chert,Brown,0.09,8.63,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.02,1.81,,51.9526,1.433554817,,,,
J,B,1,35,2,2690,Chert,Brown,0.06,7.96,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.96,1.04,,31.5216,2.01010101,,,,
J,B,1,35,2,2691,Chert,Red,0.07,5.08,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.61,2.19,,28.4988,0.905525847,,,,
J,B,1,35,2,2692,Chert,Brown,0.01,3.47,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43,0.97,,11.9021,1.011661808,,,,
J,B,1,35,2,2693,Chert,Dk Brown,0.24,10.6,Flake,0,,Hertz,Both,,8.48,Single,,No,4,1,,Single,,No,4,1,,,,,,,Prox,1,,,,,Step,,,,,8.95,1.61,1.95,94.87,1.184357542,,,,
J,B,1,35,2,5183,Chert,Grey,0.08,4.91,Flake,0,,Hertz,,,6.3,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,,,,,,,Hinge,,,,,7.09,1.63,1.66,34.8119,0.692524683,,,,
J,B,1,35,2,5184,Chert,Grey,0.08,7.43,Flake,0,,Hertz,,,,Focal,,Yes,4,,,Focal,,Yes,4,,,,,,,,,,,,,,Feather,,,,,8.71,1.16,,64.7153,0.85304248,,,,
J,B,1,35,2,5185,Chert,Lt Brown,0.05,8.78,Flake,0,,Hertz,,,,Focal,,Yes,3,,,Focal,,Yes,3,,,,,,,,,,,,,,Feather,,,,,7.18,0.48,,63.0404,1.222841226,,,,
J,B,1,35,2,5186,Volcanic,Grey,0.22,9.05,Flake-b,0,,,Trans,,,,,,3,,,,,,3,,,,,,,,Dist,,,,,,Feather,,,,,9.54,2.13,,86.337,0.948637317,,,,
J,B,1,35,2,5187,Quartzite,Cream,0.38,7.64,Flake,0,,Bending,,,9.47,2-scars,,Yes,4,2,,2-scars,,Yes,4,2,,,,,,,,,,,,,Feather,,,,,12.06,3.06,3.01,92.1384,0.633499171,,,,
J,B,1,35,2,5188,Chert,Brown,0.06,6.37,Flake-b,0,,Hertz,Lmarg,,,Focal,,Yes,2,,,Focal,,Yes,2,,,,,,,,,,,,,,Hinge,,,,,7.48,0.6,,47.6476,0.851604278,,,,
J,B,1,35,2,5189,Quartz,White,0.21,10.19,Flake,0,,Hertz,,,,Focal,,Yes,2,,,Focal,,Yes,2,,,,,,,,,,,,,,Feather,,,,,12.47,1.89,,127.0693,0.817161187,,,,
J,B,1,35,2,5190,Chert,Dk Grey,0.07,8.82,Flake-b,0,,Hertz,Rmarg,,,Focal,,Yes,3,,,Focal,,Yes,3,,,,,,,,,1,,,,,Feather,,,,,7.69,0.95,,67.8258,1.146944083,,,,
J,B,1,35,2,5191,Chert,Cream,0.36,12.29,FP,60,Angul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.88,3.14,,121.4252,1.243927126,,,,
J,B,1,35,2,5192,Chert,Grey,0.1,10.66,Flake,0,,Hertz,,,5.61,2-scars,,Yes,3,2,,2-scars,,Yes,3,2,,,,,,,,,,,,,Feather,,,,,5.72,1.31,1.4,60.9752,1.863636364,,,,
J,B,1,35,2,5193,Chert,Grey,0.02,2.91,Flake-b,0,,Hertz,Trans,,5.53,Single,,No,2,1,,Single,,No,2,1,,,,,,,Prox,,,,,,,,,,,6.6,0.85,0.83,19.206,0.440909091,,,,
J,B,1,35,2,5194,Chert,Brown,0.07,8.38,Flake,0,,Hertz,,,,Focal,,No,4,,,Focal,,No,4,,,,,,,,,,,,,,Feather,,,,,5.03,1.94,,42.1514,1.666003976,,,,
J,B,1,35,2,5195,Chert,White,0.01,3.29,Flake,0,,Hertz,,,,Focal,,Yes,2,,,Focal,,Yes,2,,,,,,,,,,,,,,Hinge,,,,,6.36,0.58,,20.9244,0.517295597,,,,
J,B,1,35,2,5196,Chert,Cream,0.03,3.25,Flake-b,0,,Bending,Trans,,4.63,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,Prox,,,,,,,,,,,5.96,1.09,1.03,19.37,0.545302013,,,,
J,B,1,35,2,5197,Chert,Brown,0.02,5.09,Flake-b,0,,,Trans,,,,,,3,,,,,,3,,,,,,,,Dist,,,,,,Feather,,,,,4.59,0.64,,23.3631,1.108932462,,,,
J,B,1,35,2,5198,Chert,Cream,0.06,2.68,FFrag,0,,,Trans,,,,,,2,,,,,,2,,,,,,,,Dist,,,,,,Feather,,,,,13.45,1.37,,36.046,0.199256506,,,,
J,B,1,35,2,5199,Chert,Faun,0.04,5.04,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.76,1.28,,18.9504,1.340425532,,,,
J,B,1,35,2,5200,Chert,Brown,0.2,16.28,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.89,2.84,,161.0092,1.646107179,,,,
J,B,1,35,2,5201,Chert,Red,0.04,8.45,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.88,1.2,,32.786,2.177835052,,,,
J,B,1,35,2,5202,Chert,Grey,0.04,3.97,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.01,1.39,,15.9197,0.990024938,,,,
J,B,1,35,2,5203,Chert,Brown,0.02,5.38,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38,1.08,,12.8044,2.260504202,,,,
J,B,1,35,2,9208,Chert,Brown,0.04,7.4,Flake,0,,Hertz,,,4.67,2-scars,,No,4,2,,2-scars,,No,4,2,,,,,,,,1,,,,,Feather,,,,,4.46,1.2,1,33.004,1.659192825,,,,
J,B,1,35,2,9209,Chert,Cream,0.13,9.41,Flake-b,0,,,Trans,,,,,,4,,,,,,4,,,,,,,,Dist,1,,,,,,,,,,6.58,2.82,,61.9178,1.430091185,,,,
J,B,1,35,2,9210,Chert,Grey,0.02,4.3,Flake,0,,Hertz,,,3.06,Single,,Yes,2,1,,Single,,Yes,2,1,,,,,,,,,,,,,Feather,,,,,4.28,0.98,1.03,18.404,1.004672897,,,,
J,B,1,35,2,9211,Chert,Brown,0.05,7.29,Flake-b,0,,Hertz,Lmarg,,,Focal,,Yes,2,,,Focal,,Yes,2,,,,,,,,,1,,,,,Feather,,,,,4.04,0.95,,29.4516,1.804455446,,,,
J,B,1,35,2,9212,Chert,Grey,0.01,4.82,Flake,0,,Hertz,,,4.31,Single,,No,3,1,,Single,,No,3,1,,,,,,,,,,,,,Feather,,,,,4.9,0.74,0.9,23.618,0.983673469,,,,
J,B,1,35,2,9213,Chert,Orange,0.01,5.88,Flake-b,0,,,Both,,,,,,2,,,,,,2,,,,,,,,Dist,,,,,,Feather,,,,,3.32,0.48,,19.5216,1.771084337,,,,
J,B,1,35,2,9214,Chert,Brown,0.03,4.09,Flake,0,,Hertz,,,,Focal,,No,2,,,Focal,,No,2,,,,,,,,,,,,,,Feather,,,,,3.39,1.47,,13.8651,1.206489676,,,,
J,B,1,35,2,9215,Chert,Brown,0.01,4.47,FFrag,0,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,3.05,0.23,,13.6335,1.46557377,,,,
J,B,1,35,2,9216,Chert,Grey,0.01,3.96,FP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.43,2.47,,17.5428,0.893905192,,,,
J,B,1,35,2,9217,Chert,Orange,0.01,5.25,FP,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,3.29,0.89,,17.2725,1.595744681,,,,
J,B,1,36,2,2694,Chert,Brown,2.22,29.72,Flake,0,,Hertz,,,4.57,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,,,,,,,Hinge,,,,,23.03,2.81,1.95,684.4516,1.290490664,,,,
J,B,1,36,2,2695,Chert,Brown,0.78,15.32,Flake,0,,Hertz,,,2.16,Single,,Yes,5,1,,Single,,Yes,5,1,,,,,,,,,,,,,Hinge,,,,,11.38,3.5,1.09,174.3416,1.346221441,,,,
J,B,1,36,2,2696,Chert,Grey,0.2,10.28,Flake-b,0,,Bending,Dist,,7.53,Single,,Yes,5,1,,Single,,Yes,5,1,,,,,,,,,,,,,,,,,,8.75,1.12,2.42,89.95,1.174857143,,,,
J,B,1,36,2,2697,Chert,Caramel,0.25,8.92,Flake,0,,Hertz,,,3.91,Single,,No,6,1,,Single,,No,6,1,,,,,,,,,,,,,Feather,,,,,11.22,3,1.22,100.0824,0.795008913,,,,
J,B,1,36,2,2698,Chert,Red,0.7,12.5,Flake,0,,Hertz,,,11.73,3-scars,,Yes,4,3,,3-scars,,Yes,4,3,,,,,,,,1,1,,,,Feather,,,,,13.86,3.19,1.96,173.25,0.901875902,,,,
J,B,1,36,2,2699,Chert,Brown,0.07,10.83,Flake,0,,Hertz,,,,Focal,,Yes,6,,,Focal,,Yes,6,,,,,,,,,,,,,,Feather,,,,,6.21,0.9,,67.2543,1.743961353,,,,
J,B,1,36,2,2700,Chert,Brown,0.18,8.2,Flake,0,,Hertz,,,7.36,2-scars,,No,4,2,,2-scars,,No,4,2,,,,,,,,,,,,,Feather,,,,,14.24,1.08,0.92,116.768,0.575842697,,,,
J,B,1,36,2,2701,Silcrete,Lt Brown,0.7,12.03,Flake,0,,Hertz,,,13.02,2-scars,,Yes,6,2,,2-scars,,Yes,6,2,,,,,,,,,,,,,Feather,,,,,12.18,3.42,3.17,146.5254,0.987684729,,,,
J,B,1,36,2,2702,Chert,Grey,0.28,12.9,Flake,0,,Hertz,,,6.96,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,,,,,,,Feather,,,,,14.38,1.33,0.94,185.502,0.897079277,,,,
J,B,1,36,2,2703,Chert,Orange,0.19,10.8,Flake,0,,Hertz,,,2.53,Single,,No,2,1,,Single,,No,2,1,,,,,,,,,,,,,Hinge,,,,,9.45,1.85,1.08,102.06,1.142857143,,,,
J,B,1,36,2,2704,Chert,Grey,0.16,10.25,Flake,0,,Hertz,,,,Focal,,Yes,5,0,,Focal,,Yes,5,0,,,,,,,,,,,,,Feather,,,,,7.64,1.33,,78.31,1.341623037,,,,
J,B,1,36,2,2705,Chert,Brown,1.47,16.26,Flake,0,,Hertz,,,10.71,Single,,Yes,11,1,,Single,,Yes,11,1,,,,,,,,,,,,,Step,,,,,11.55,6.04,2.71,187.803,1.407792208,,,,
J,B,1,36,2,2706,Chert,Grey,0.23,11.87,Flake,0,,Hertz,,,4.95,Single,,Yes,6,1,,Single,,Yes,6,1,,,,,,,,,,1,,,Hinge,,,,,7.21,1.84,1.32,85.5827,1.646324549,,,,
J,B,1,36,2,2707,Chert,Grey,9.77,27.02,Flake-b,30,Angul,Bending,Rmarg,,37.06,Mult,,No,7,4,,Mult,,No,7,4,,,,,,,,,,,,,Feather,,,,,37.62,8.34,10.19,1016.4924,0.718234981,,,,
J,B,1,36,2,2708,Chert,Brown,0.2,12.59,Flake,0,,Hertz,,,4.04,2-scars,,No,4,2,,2-scars,,No,4,2,,,,,,,,1,,,,,Feather,,,,,5.82,3.91,3.78,73.2738,2.163230241,,,,
J,B,1,36,2,2709,Chert,Brown,0.78,13.91,RetF,0,,Hertz,,3,,Focal,,Yes,8,,Yes,Focal,,Yes,8,,Yes,D-V,Percus,Dist,15.94,2.9,,,,,,5,Feather,,,,,15.15,3.09,,210.7365,0.918151815,,,,
J,B,1,36,2,2710,Volcanic,Dk Grey,7.47,35.91,RetF,0,,Hertz,,1,17.06,Single,,Yes,4,1,Yes,Single,,Yes,4,1,Yes,D-V,Percus,Prox,6.13,5.13,,,,,,1,Hinge,,,,,24.11,11.38,8.68,865.7901,1.489423476,,,,
J,B,1,36,2,2711,Chert,Brown,1.92,21.61,Flake,15,Angul,Hertz,,,11.34,3-scars,,Yes,4,3,,3-scars,,Yes,4,3,,,,,,,,1,,,,,Feather,,,,,16.1,5.26,5.81,347.921,1.342236025,,,,
J,B,1,36,2,2712,Chert,Grey,1.06,11.71,Flake,0,,Hertz,,,9.15,Single,,Yes,4,1,,Single,,Yes,4,1,,,,,,,,,,,,,Feather,,,,,17.66,5.56,2.3,206.7986,0.663080408,,,,
J,B,1,36,2,2713,Chert,Grey,1.49,18.85,Flake,0,,Bending,,,10.18,2-scars,,Yes,6,2,,2-scars,,Yes,6,2,,,,,,,,,,,,,Feather,,,,,14.65,5.52,3.52,276.1525,1.28668942,,,,
J,B,1,36,2,2714,Chert,Brown,2.89,17.44,RetF-b,30,Angul,,Trans,2,,,,,5,,Yes,,,,5,,Yes,V-D,Percus,Llat,4.32,9.19,Dist,,,,,2,Feather,,,,,13.05,8.13,,227.592,1.336398467,,,,
J,B,1,36,2,2715,Chert,Lt Brown,0.53,10.07,Flake-b,0,,Hertz,Trans,,2.04,Single,,No,8,1,,Single,,No,8,1,,,,,,,Prox,,,,,,,,,,,10.22,4.83,5.37,102.9154,0.985322896,,,,
J,B,1,36,2,2716,Chert,Brown,0.87,17.44,Flake-b,0,,,Both,,,,,,1,,,,,,1,,,,,,,,Dist,,,,,,Feather,,,,,11.11,3.09,,193.7584,1.569756976,,,,
J,B,1,36,2,2717,Chert,Lt Brown,0.04,2.55,Flake,0,,Hertz,,,9.04,Single,,No,3,1,,Single,,No,3,1,,,,,,,,,,,,,Feather,,,,,8.53,0.9,2.52,21.7515,0.2989449,,,,
J,B,1,36,2,2718,Chert,Grey,0.75,10.12,Core,10,Angul,,,,,,,,6,,,,,,6,,,,,,,,,,,1,1,,,,,,,10.94,6.23,,110.7128,0.925045704,,,,
J,B,1,36,2,2719,Chert,Caramel,0.18,7.68,FFrag,0,,,Both,,,,,,3,,,,,,3,,,,,,,,,,,,,,,,,,,5.38,2.81,,41.3184,1.427509294,,,,
J,B,1,36,2,2720,Chert,Red,0.7,16.98,Flake-b,0,,,Trans,,,,,,3,,,,,,3,,,,,,,,Dist,1,,,,,Feather,,,,,9.42,3.97,,159.9516,1.802547771,,,,
J,B,1,36,2,2721,Chert,Grey,0.43,18.63,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25,3.21,,60.5475,5.732307692,,,,
J,B,1,36,2,2722,Chert,Caramel,0.13,9.07,FP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.08,2.4,,46.0756,1.785433071,,,,
J,B,1,36,2,5526,Volcanic,Grey,0.92,23.96,Flake,0,,Hertz,,,5.85,Single,,No,3,1,,Single,,No,3,1,,,,,,,,,,1,,,Feather,,,,,9.37,3.51,2.16,224.5052,2.557097118,,,,
J,B,1,36,2,5527,Chert,Brown,0.05,6.16,Flake,0,,Hertz,,,5.33,2-scars,,No,2,2,,2-scars,,No,2,2,,,,,,,,,,,,,Feather,,,,,5.54,1.59,1.75,34.1264,1.111913357,,,,
J,B,1,36,2,5528,Chert,Cream,0.02,6.16,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16,1.58,,13.3056,2.851851852,,,,
J,B,1,37,2,2723,Chert,Brown,0.61,16.21,Flake,30,Angul,Hertz,,,6.32,2-scars,,No,5,2,,2-scars,,No,5,2,,,,,,,,1,,,,,Feather,,,,,10.18,2.92,1.19,165.0178,1.592337917,,,,
J,B,1,37,2,2724,Chert,Red,0.09,7.78,Flake,0,,Hertz,,,1.59,Single,,No,1,1,,Single,,No,1,1,,,,,,,,,,,,,Feather,,,,,7.27,1.49,0.64,56.5606,1.070151307,,,,
J,B,1,37,2,2725,Chert,Lt Brown,0.07,5.78,Flake,0,,Hertz,,,,Focal,,No,4,,,Focal,,No,4,,,,,,,,,,,,,,Hinge,,,,,5.53,1.62,,31.9634,1.045207957,,,,
J,B,1,37,2,2726,Chert,Dk Brown,0.02,5.86,Flake,0,,Bending,,,5.06,Single,,No,3,1,,Single,,No,3,1,,,,,,,,,,,,,Feather,,,,,5.37,0.76,0.87,31.4682,1.091247672,,,,
J,B,1,37,2,2727,Chert,Brown,0.03,5.98,Flake,0,,Hertz,,,,Focal,,Yes,3,,,Focal,,Yes,3,,,,,,,,,,,,,,Feather,,,,,3.99,0.61,,23.8602,1.498746867,,,,
J,B,1,37,2,2728,Chert,Faun,0.14,6.78,Flake,0,,Hertz,,,7.84,3-scars,,Yes,5,3,,3-scars,,Yes,5,3,,,,,,,,,,,,,Feather,,,,,9.09,2.02,2.78,61.6302,0.745874587,,,,
J,B,1,37,2,2729,Chert,Grey,0.53,13.67,Flake,0,,Hertz,,,2.86,Single,,Yes,8,1,,Single,,Yes,8,1,,,,,,,,,,,,,Feather,,,,,7.09,5.68,1.47,96.9203,1.928067701,,,,
J,B,1,37,2,2730,Chert,Faun,0.21,12.03,Flake,0,,Hertz,,,,Focal,,Yes,9,,,Focal,,Yes,9,,,,,,,,,,,,,,Feather,,,,,7.13,2.36,,85.7739,1.687237027,,,,
J,B,1,37,2,2731,Chert,Grey,0.48,14.01,Flake-b,0,,Hertz,Long,,9.05,Single,,No,2,1,,Single,,No,2,1,,,,,,,Llat,,,,,,Feather,,,,,8.55,3.64,2.01,119.7855,1.638596491,,,,
J,B,1,37,2,2732,Chert,Red,0.01,3.12,Flake,0,,Hertz,,,,Focal,,Yes,3,,,Focal,,Yes,3,,,,,,,,,,,,,,Feather,,,,,3.68,1.38,,11.4816,0.847826087,,,,
J,B,1,37,2,2733,Chert,Cream,3.23,30.09,Flake,0,,Hertz,,,4.57,Single,,Yes,14,1,,Single,,Yes,14,1,,,,,,,,,,,,,Feather,,,,,12.55,7.99,1.88,377.6295,2.397609562,,,,
J,B,1,37,2,2734,Chert,Brown,2.33,19.79,Flake-b,0,,,Trans,,,,,No,4,,,,,No,4,,,,,,,,Dist,,,,,,Feather,,,,,27.2,4.92,,538.288,0.727573529,,,,
J,B,1,37,2,2735,Chert,Grey,0.55,9.11,Flake,40,Round,Hertz,,,13.61,Cort,,No,1,0,,Cort,,No,1,0,,,,,,,,,,,,,Feather,,,,,12.24,5.13,5.57,111.5064,0.744281046,,,,
J,B,1,37,2,2736,Chert,Beige,0.03,4.36,Flake,0,,Hertz,,,,Focal,,Yes,2,,,Focal,,Yes,2,,,,,,,,,,1,,,,Feather,,,,,7.86,1.27,,34.2696,0.554707379,,,,
J,B,1,37,2,2737,Chert,Grey,0.02,4.7,Flake,0,,Hertz,,,,Focal,,No,2,,,Focal,,No,2,,,,,,,,,,,,,,Feather,,,,,6.28,0.48,,29.516,0.748407643,,,,
J,B,1,37,2,2738,Chert,Brown,0.11,5.2,Flake,0,,Bending,,,9.86,3-scars,,No,3,3,,3-scars,,No,3,3,,,,,,,,,,,,,Feather,,,,,10.91,1.7,1.96,56.732,0.476626948,,,,
