Site,Square,AU,Spit,Group,Artno,Material,Colour,Weight,Length,Artclas,Cortex,Cortype,Initiat,Breaks,Noseg,Platwid,Plat,Focal,Overhang,NoDS,NoPS,Rtch,Plat_2,Focal_2,Overhang_2,NoDS_2,NoPS_2,Rtch_2,RetOri,Retype,Retloc,Retlen,Retdep,Portion,Heat,EdgeDam,Weathering,Corerot,RetScNo,Term,Janus,Recycled,Redirect,Usewear?,Width,Thick,Platthic,area,elongation,,,,
J,B,1,34,2,2561,Chert,Grey,0.81,10.5,Core,0,,,,,,,,,10,,,,,,10,,,,,,,,,,,,3,,,,,,,12.29,5.36,,129.045,0.854353133,,,,
J,B,1,34,2,2562,Chert,Cream,0.08,6.57,FP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2.73,,26.28,1.6425,,,,
J,B,1,34,2,2563,Chert,Grey,0.01,8.45,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.48,3.29,,20.956,3.407258065,,,,
J,B,1,34,2,2564,Chert,Grey,0.07,4.92,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.99,3.51,,24.5508,0.985971944,,,,
J,B,1,34,2,2565,Chert,Orange,0.62,12.02,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.56,7.69,,78.8512,1.832317073,,,,
J,B,1,34,2,2566,Chert,Brown,0.14,10.44,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.22,3.76,,44.0568,2.473933649,,,,
J,B,1,34,2,2567,Chert,Dk Brown,0.2,10.3,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,4.57,,52.53,2.019607843,,,,
J,B,1,34,2,2568,Chert,Grey,0.08,9.02,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99,2.94,,35.9898,2.260651629,,,,
J,B,1,34,2,2569,Chert,Brown,0.02,3.27,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.21,0.47,,13.7667,0.77672209,,,,
J,B,1,34,2,2570,Chert,Faun,0.08,2.75,Flake,0,Angul,Hertz,,,5.22,Single,,No,3,1,,Single,,No,3,1,,,,,,,,,,,,,Feather,,,,,6.7,4.12,4.41,18.425,0.410447761,,,,
J,B,1,34,2,2571,Chert,Brown,0.15,4.88,Flake-b,5,Angul,,Trans,,,,,No,5,,,,,No,5,,,,,,,,Dist,1,,,,,Feather,,,,,8.94,2.68,,43.6272,0.545861298,,,,
J,B,1,34,2,5277,Chert,Faun,0.07,4.47,Flake,0,,Hertz,,,6.46,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,,,1,,,,Feather,,,,,10.46,0.84,0.74,46.7562,0.427342256,,,,
J,B,1,34,2,5278,Chert,Grey,0.08,7.89,Flake-b,0,,Bending,Long,,2.7,Single,,Yes,2,1,,Single,,Yes,2,1,,,,,,,Rlat,,,,,,Hinge,,,,,8.47,0.83,0.83,66.8283,0.931523022,,,,
J,B,1,34,2,5279,Chert,Grey,0.05,6.14,Flake,0,,Hertz,,,7.79,Single,,Yes,4,1,,Single,,Yes,4,1,,,,,,,,,,,,,Feather,,,,,7.63,0.96,0.76,46.8482,0.804718218,,,,
J,B,1,34,2,5280,Volcanic,Grey,0.47,6.82,Flake-b,100,Round,,Trans,,,,,,0,,,,,,0,,,,,,,,Dist,,,,,,Feather,,,,,23.23,2.43,,158.4286,0.29358588,,,,
J,B,1,34,2,5281,Quartz,White,0.27,7.71,Flake,0,,Hertz,,,8.82,Single,,Yes,6,1,,Single,,Yes,6,1,,,,,,,,,,,,,Feather,,,,,8.1,3.32,3.5,62.451,0.951851852,,,,
J,B,1,34,2,5282,Chert,Grey,0.03,5.35,Flake-b,0,,Hertz,Rmarg,,,Focal,,Yes,2,,,Focal,,Yes,2,,,,,,,,,,,,,,Hinge,,,,,5.85,0.86,,31.2975,0.914529915,,,,
J,B,1,34,2,5283,Chert,Dk Brown,0.01,3.42,Flake,0,,Hertz,,,,Focal,,Yes,2,,,Focal,,Yes,2,,,,,,,,,,,,,,Hinge,,,,,3.85,0.46,,13.167,0.888311688,,,,
J,B,1,34,2,5284,Chert,Grey,0.02,6.91,Flake-b,0,,Hertz,Rmarg,,,Focal,,Yes,2,,,Focal,,Yes,2,,,,,,,,,,,,,,Feather,,,,,4.96,0.69,,34.2736,1.393145161,,,,
J,B,1,34,2,5285,Chert,Cream,0.02,5.68,Flake-b,0,,,Trans,,,,,,2,,,,,,2,,,,,,,,Dist,,,,,,Feather,,,,,7.64,0.22,,43.3952,0.743455497,,,,
J,B,1,34,2,5286,Chert,Grey,0.08,5.89,Flake,0,,Hertz,,,4.68,2-scars,,No,2,2,,2-scars,,No,2,2,,,,,,,,,,,,,Feather,,,,,8.62,1.54,1.38,50.7718,0.683294664,,,,
J,B,1,34,2,5287,Volcanic,Grey,0.34,16.38,Flake-b,10,Angul,Hertz,Rmarg,,7.48,Single,,Yes,5,1,,Single,,Yes,5,1,,,,,,,,,,,,,Feather,,,,,7.53,2.2,1.94,123.3414,2.175298805,,,,
J,B,1,34,2,5288,Chert,Dk Brown,0.03,4.4,Flake,0,,Hertz,,,,Focal,,Yes,3,,,Focal,,Yes,3,,,,,,,,,,,,,,Hinge,,,,,5.38,0.59,,23.672,0.817843866,,,,
J,B,1,34,2,5289,Chert,Brown,0.14,7.35,Flake,10,Angul,Hertz,,,8.55,2-scars,,Yes,3,2,,2-scars,,Yes,3,2,,,,,,,,,,,,,Feather,,,,,8.59,1.34,1.86,63.1365,0.8556461,,,,
J,B,1,34,2,5290,Volcanic,Grey,0.18,10.66,Flake,0,,Hertz,,,6.74,Single,,No,4,1,,Single,,No,4,1,,,,,,,,,,,,,Feather,,,,,6.2,2.41,2.75,66.092,1.719354839,,,,
J,B,1,34,2,5291,Chert,Brown,0.07,9.31,Flake,0,,Hertz,,,3.11,Single,,No,3,1,,Single,,No,3,1,,,,,,,,1,,,,,Hinge,,,,,4.55,0.7,1.49,42.3605,2.046153846,,,,
J,B,1,34,2,5292,Chert,Red,0.05,6.19,Flake,0,,Hertz,,,,Focal,,Yes,7,,,Focal,,Yes,7,,,,,,,,,1,,,,,Feather,,,,,5.68,1.05,,35.1592,1.089788732,,,,
J,B,1,34,2,5293,Chert,Brown,0.02,5.27,Flake-b,0,,Hertz,Long,,,,,No,1,,,,,No,1,,,,,,,,Llat,,,,,,Feather,,,,,3.16,0.41,,16.6532,1.667721519,,,,
J,B,1,34,2,5294,Chert,Grey,0.03,3.78,Flake,0,,Hertz,,,2.86,Single,,No,2,1,,Single,,No,2,1,,,,,,,,,,,,,Feather,,,,,5.89,0.89,0.94,22.2642,0.641765705,,,,
J,B,1,34,2,5295,Volcanic,Dk Grey,0.15,10.57,FFrag,0,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,7.34,1.04,,77.5838,1.440054496,,,,
J,B,1,34,2,5296,Chert,Grey,0.04,6.25,Flake-b,0,,,Trans,,,,,,3,,,,,,3,,,,,,,,Dist,,,,,,Feather,,,,,4.87,0.87,,30.4375,1.283367556,,,,
J,B,1,34,2,5297,Chert,Lt Brown,0.04,5.48,Flake,0,,Hertz,,,,Focal,,Yes,2,,,Focal,,Yes,2,,,,,,,,,,,,,,Feather,,,,,6.29,0.65,,34.4692,0.871224165,,,,
J,B,1,34,2,5298,Quartz,White,0.11,7.15,Flake-b,0,,Hertz,Lmarg,,4.71,Single,,No,2,1,,Single,,No,2,1,,,,,,,,,,,,,Feather,,,,,5.18,1.88,1.35,37.037,1.38030888,,,,
J,B,1,34,2,5299,Chert,Grey,0.07,5.92,RetF-b,0,,,Trans,1,,,,,4,,Yes,,,,4,,Yes,D-V,Press,Llat,,,Dist,,,1,,1,Feather,,,,,6.4,1.21,,37.888,0.925,,,,
J,B,1,34,2,5300,Volcanic,Grey,0.19,5.55,Flake,0,,Hertz,,,8.13,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,,,,,,,Step,,,,,10.34,2.17,1.44,57.387,0.536750484,,,,
J,B,1,34,2,5301,Volcanic,Red,0.23,7.34,FP,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,9.58,4.44,,70.3172,0.766179541,,,,
J,B,1,34,2,5302,Chert,Grey,1.2,26.78,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.92,3.07,,238.8776,3.002242152,,,,
J,B,1,34,2,5303,Quartz,White,0.13,4.08,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.55,3.97,,22.644,0.735135135,,,,
J,B,1,34,2,5304,Chert,Grey,0.27,7.15,Shatt,10,Angul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.42,3.75,,53.053,0.96361186,,,,
J,B,1,34,2,5305,Quartz,White,0.15,9.34,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.82,3.61,,35.6788,2.445026178,,,,
J,B,1,34,2,5306,Chert,Red,0.06,5.14,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,3.6,2.64,,18.504,1.427777778,,,,
J,B,1,34,2,5307,Volcanic,Grey,0.59,14.26,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,2.98,,135.47,1.501052632,,,,
J,B,1,34,2,5308,Chert,Grey,0.17,13.47,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.92,2.26,,66.2724,2.737804878,,,,
J,B,1,34,2,5309,Chert,Pink,0.14,8.05,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.38,2.65,,51.359,1.261755486,,,,
J,B,1,34,2,5310,Chert,Grey,0.3,9.53,CoreFrag,0,,,,,,,,,3,,,,,,3,,,,,,,,,1,,,0,,,,,,,6.34,3.39,,60.4202,1.503154574,,,,
J,B,1,35,2,2572,Chert,Lt Brown,1.93,23.35,Flake,0,,Hertz,,,5.12,2-scars,,Yes,10,2,,2-scars,,Yes,10,2,,,,,,,,,,,,,Feather,,,,,14.93,6.35,2.04,348.6155,1.563965171,,,,
J,B,1,35,2,2573,Chert,Dk Brown,0.14,8.23,Flake-b,0,,Hertz,Trans,,10.27,2-scars,,Yes,3,2,,2-scars,,Yes,3,2,,,,,,,Prox,,,,,,,,,,,12.12,1.24,1.34,99.7476,0.679042904,,,,
J,B,1,35,2,2574,Chert,Grey,1.02,24.74,Flake,0,,Hertz,,,,Coll,,No,7,,,Coll,,No,7,,,,,,,,,,,,,,Feather,,,,,13.37,4.9,,330.7738,1.850411369,,,,
J,B,1,35,2,2575,Volcanic,Grey,1.11,16.74,Flake-b,0,,Hertz,Trans,,15.65,2-scars,,Yes,5,2,,2-scars,,Yes,5,2,,,,,,,Prox,,,,,,,,,,,18.69,1.98,2.97,312.8706,0.895666132,,,,
J,B,1,35,2,2576,Chert,Red,0.29,6.74,Flake,0,,Bending,,,9.3,Single,,Yes,4,1,,Single,,Yes,4,1,,,,,,,,,,,,,Hinge,,,,,9.45,3.62,3.5,63.693,0.713227513,,,,
J,B,1,35,2,2577,Chert,Pink,0.1,9.88,Flake-b,0,,Bending,Long,,6.89,Single,,No,2,1,,Single,,No,2,1,,,,,,,Rlat,,,,,,Feather,,,,,5.36,0.64,2.57,52.9568,1.843283582,,,,
J,B,1,35,2,2578,Chert,Caramel,0.35,15.41,Flake,0,,Hertz,,,3.51,Single,,Yes,5,1,,Single,,Yes,5,1,,,,,,,,,,,,,Feather,,,,,10.13,1.56,1.56,156.1033,1.521224087,,,,
J,B,1,35,2,2579,Chert,Grey,0.12,9.51,Flake,0,,Hertz,,,,Focal,,Yes,4,,,Focal,,Yes,4,,,,,,,,,,,,,,Feather,,,,,10.33,1.4,,98.2383,0.920619555,,,,
J,B,1,35,2,2580,Chert,Grey,0.05,6.62,Flake,0,,Hertz,,,,Coll,,Yes,5,,,Coll,,Yes,5,,,,,,,,,,,,,,Feather,,,,,5.8,1.36,,38.396,1.14137931,,,,
J,B,1,35,2,2581,Chert,Brown,0.1,8.5,Flake,0,,Hertz,,,3.02,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,,,1,,,,Feather,,,,,7.99,1.23,1.49,67.915,1.063829787,,,,
J,B,1,35,2,2582,Chert,Grey,0.04,6.08,Flake,0,,Hertz,,,,Focal,,Yes,4,,,Focal,,Yes,4,,,,,,,,,,,,,,Step,,,,,5.25,1.16,,31.92,1.158095238,,,,
J,B,1,35,2,2583,Chert,Lt Brown,0.03,5.2,Flake,0,,Bending,,,5.04,Single,,Yes,2,1,,Single,,Yes,2,1,,,,,,,,,,,,,Feather,,,,,5.18,0.52,1.7,26.936,1.003861004,,,,
J,B,1,35,2,2584,Chert,Cream,0.07,6.42,Flake,0,,Bending,,,5.53,Single,,No,4,1,,Single,,No,4,1,,,,,,,,,,,,,Feather,,,,,8.82,0.52,1.39,56.6244,0.727891156,,,,
J,B,1,35,2,2585,Chert,Dk Brown,0.41,9.2,Flake,0,,Hertz,,,5.29,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,,,,,,,Feather,,,,,10.68,4.07,0.95,98.256,0.861423221,,,,
J,B,1,35,2,2586,Chert,Grey,0.06,8.79,Flake,0,,Hertz,,,,Focal,,Yes,4,,,Focal,,Yes,4,,,,,,,,,,,,,,Feather,,,,,6.88,0.59,,60.4752,1.277616279,,,,
J,B,1,35,2,2587,Chert,Brown,0.03,7.91,Flake,0,,Hertz,,,2.14,Single,,Yes,4,1,,Single,,Yes,4,1,,,,,,,,,,,,,Feather,,,,,2.95,1.03,1.47,23.3345,2.681355932,,,,
J,B,1,35,2,2588,Chert,Pink,0.05,3.22,Flake,0,,Bending,,,4.72,Single,,No,4,1,,Single,,No,4,1,,,,,,,,,,,,,Feather,,,,,5.15,3.07,3.68,16.583,0.625242718,,,,
J,B,1,35,2,2589,Chert,Lt Brown,0.13,8.62,Flake,40,Round,Hertz,,,2.67,Single,,No,2,1,,Single,,No,2,1,,,,,,,,,,,,,Feather,,,,,4.62,2.45,2.3,39.8244,1.865800866,,,,
J,B,1,35,2,2590,Chert,Grey,0.03,6.11,Flake,0,,Hertz,,,,Retouched,,Yes,4,,,Retouched,,Yes,4,,,,,,,,,,,,,,Feather,,,,,5.64,1.28,,34.4604,1.083333333,,,,
J,B,1,35,2,2591,Silcrete,Cream,0.28,8.71,Flake,0,,Hertz,,,8.74,2-scars,,Yes,2,2,,2-scars,,Yes,2,2,,,,,,,,,,,,,Hinge,,,,,10.42,2.26,2.03,90.7582,0.835892514,,,,
J,B,1,35,2,2592,Chert,Dk Grey,0.04,5.04,Flake,0,,Hertz,,,,Focal,,No,3,,,Focal,,No,3,,,,,,,,,,,,,,Feather,,,,,7.26,1.23,,36.5904,0.694214876,,,,
J,B,1,35,2,2593,Chert,Brown,2.95,21.27,RetF-b,0,,Hertz,Trans,2,25.17,Mult,,Yes,8,4,Yes,Mult,,Yes,8,4,Yes,D-V,Percus,Rlat,18.35,4.23,Prox,,,,,1,,,,,,23,7.57,7.95,489.21,0.924782609,,,,
J,B,1,35,2,2594,Chert,Red,0.14,9.92,Flake,0,,Hertz,,,,Focal,,Yes,4,,,Focal,,Yes,4,,,,,,,,,,,,,,Feather,,,,,4.08,1.44,,40.4736,2.431372549,,,,
J,B,1,35,2,2595,Chert,Grey,1.18,16.66,Flake,0,,Hertz,,,,Focal,,Yes,5,,,Focal,,Yes,5,,,,,,,,,,,,,,Feather,,,,,9.8,4.99,,163.268,1.7,,,,
J,B,1,35,2,2596,Chert,Brown,0.03,6.96,Flake,0,,Hertz,,,,Partcoll,,No,3,,,Partcoll,,No,3,,,,,,,,,,,,,,Feather,,,,,3.27,1.11,,22.7592,2.128440367,,,,
J,B,1,35,2,2597,Chert,Dk Brown,0.45,12.32,RetF,0,,Hertz,,1,,Coll,,Yes,5,,Yes,Coll,,Yes,5,,Yes,V-D,Percus,Dist,7.55,1.93,,1,,,,2,Feather,,,,,17.14,2.66,,211.1648,0.718786464,,,,
J,B,1,35,2,2598,Chert,Dk Brown,0.72,13.52,Flake-b,0,,Hertz,Lmarg,,5.86,Single,,Yes,7,1,,Single,,Yes,7,1,,,,,,,,1,,,,,Feather,,,,,11.46,3.99,2.72,154.9392,1.179755672,,,,
J,B,1,35,2,2599,Chert,Dk Brown,0.67,12.45,Flake-b,0,,,Trans,,,,,,5,,,,,,5,,,,,,,,Dist,1,,,,,Feather,,,,,14.51,3.65,,180.6495,0.858028946,,,,
J,B,1,35,2,2600,Chert,Brown,0.12,12.2,Flake-b,0,,Hertz,Long,,,Focal,,No,1,,,Focal,,No,1,,,,,,,,Llat,1,,,,,Hinge,,,,,6,3.73,,73.2,2.033333333,,,,
J,B,1,35,2,2601,Chert,Grey,0.06,5.14,Flake,0,,Bending,,,6,Single,,Yes,2,1,,Single,,Yes,2,1,,,,,,,,,1,,,,Feather,,,,,5.15,1.78,1.36,26.471,0.998058252,,,,
J,B,1,35,2,2602,Chert,Grey,0.03,6.1,Flake,0,,Hertz,,,4.84,2-scars,,Yes,4,12,,2-scars,,Yes,4,12,,,,,,,,,,,,,Feather,,,,,6.89,0.98,0.76,42.029,0.885341074,,,,
J,B,1,35,2,2603,Chert,Brown,0.01,6.38,Flake,0,,Hertz,,,,Focal,,Yes,3,,,Focal,,Yes,3,,,,,,,,,,,,,,Feather,,,,,4.63,0.61,,29.5394,1.377969762,,,,
J,B,1,35,2,2604,Chert,Peach,0.13,9.27,Flake,0,,Hertz,,,12.25,3-scars,,Yes,3,3,,3-scars,,Yes,3,3,,,,,,,,,1,,,,Feather,,,,,10.74,0.94,1.28,99.5598,0.863128492,,,,
J,B,1,35,2,2605,Chert,Grey,0.29,10.04,Flake,5,Round,Hertz,,,4.8,Single,,Yes,4,1,,Single,,Yes,4,1,,,,,,,,,,,,,Step,,,,,12.06,1.93,1.94,121.0824,0.832504146,,,,
J,B,1,35,2,2606,Chert,Brown,0.21,7.04,Flake,0,,Hertz,,,,Focal,,Yes,5,,,Focal,,Yes,5,,,,,,,,,,,,,,Feather,,,,,10.63,3.05,,74.8352,0.662276576,,,,
J,B,1,35,2,2607,Chert,Brown,0.23,8.53,Flake,0,,Hertz,,,3.14,Single,,Yes,4,1,,Single,,Yes,4,1,,,,,,,,,,,,,Feather,,,,,10.03,2.25,0.86,85.5559,0.850448654,,,,
J,B,1,35,2,2608,Chert,Brown,0.47,18.86,Flake,0,,Hertz,,,5.59,Single,,Yes,4,1,,Single,,Yes,4,1,,,,,,,,,,,,,Feather,,,,,11.14,1.76,1.37,210.1004,1.692998205,,,,
J,B,1,35,2,2609,Chert,Dk Brown,0.08,6.19,Flake,0,,Hertz,,,6.78,Single,,Yes,4,1,,Single,,Yes,4,1,,,,,,,,,,,,,Feather,,,,,6.88,1.93,1.85,42.5872,0.899709302,,,,
J,B,1,35,2,2610,Chert,Caramel,0.06,5.91,Flake-b,0,,Hertz,Dist,,2.25,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,,,1,,,,,,,,,9.15,1.51,0.57,54.0765,0.645901639,,,,
J,B,1,35,2,2611,Volcanic,Brown,0.18,7.61,Flake-b,0,,Bending,Long,,7.85,3-scars,,Yes,3,3,,3-scars,,Yes,3,3,,,,,,,Rlat,1,1,,,,Feather,,,,,6.95,3.84,5.14,52.8895,1.094964029,,,,
J,B,1,35,2,2612,Chert,Grey,2.04,19.15,Flake,25,Angul,Bending,,,14.32,Cort,,No,2,0,,Cort,,No,2,0,,,,,,,,,,,,,Feather,,,,,14.31,6.67,6.95,274.0365,1.338225017,,,,
J,B,1,35,2,2613,Chert,Cream,0.88,14.23,Flake,0,,Hertz,,,3.71,Single,,Yes,7,10,,Single,,Yes,7,10,,,,,,,,,,,,,Feather,,,,,13.59,4.03,,193.3857,1.047093451,,,,
J,B,1,35,2,2614,Brecchert,Brown,1.55,12.35,Flake,0,,Bending,Trans,,21.56,Single,,No,2,1,,Single,,No,2,1,,,,,,,Dist,,,,,,Hinge,,,,,22.75,3.52,4.61,280.9625,0.542857143,,,,
J,B,1,35,2,2615,Chert,Brown,0.12,6.1,Flake-b,0,,,Trans,,,,,,3,,,,,,3,,,,,,,,Dist,1,,,,,Feather,,,,,5.87,2.61,,35.807,1.039182283,,,,
J,B,1,35,2,2616,Chert,Brown,0.99,12.01,Flake-b,0,,,Trans,,,,,,5,,,,,,5,,,,,,,,Dist,1,1,,,,Feather,,,,,18.68,3.95,,224.3468,0.642933619,,,,
J,B,1,35,2,2617,Chert,Brown,0.24,7.95,Flake,0,,Hertz,,,8.26,Single,,No,2,1,,Single,,No,2,1,,,,,,,,,,,,,Feather,,,,,9.72,2.01,2.79,77.274,0.817901235,,,,
J,B,1,35,2,2618,Chert,Faun,0.39,11.14,Flake-b,0,,,Trans,,,,,,3,,,,,,3,,,,,,,,Dist,,,,,,Feather,,,,,9.71,2.5,,108.1694,1.147270855,,,,
J,B,1,35,2,2619,Chert,Grey,0.64,17.31,Flake,0,,Hertz,,,4.87,2-scars,,Yes,6,2,,2-scars,,Yes,6,2,,,,,,,,,,,,,Feather,,,,,12.87,2.68,2.63,222.7797,1.344988345,,,,
J,B,1,35,2,2620,Chert,Brown,0.49,15.28,Flake,0,,Hertz,,,2.97,Single,,Yes,7,1,,Single,,Yes,7,1,,,,,,,,1,,,,,Feather,,,,,13.33,2.54,1.02,203.6824,1.146286572,,,,
J,B,1,35,2,2621,Chert,Lt Brown,5.16,12.39,CoreFrag,30,Angul,,,,,,,,12,,,,,,12,,,,,,,,,1,,,3,,,,,,,28.62,10.03,,354.6018,0.432914046,,,,
J,B,1,35,2,2622,Chert,Brown,5.02,7.39,Flake,10,Round,Hertz,,,33.78,2-scars,,No,8,2,,2-scars,,No,8,2,,,,,,,,,,,,,Feather,,,,,36.73,16.46,12.74,271.4347,0.201197931,,,,
J,B,1,35,2,2623,Chert,Red,7.04,45.48,Flake-b,0,,,Trans,,,,,,12,,,,,,12,,,,,,,,Dist,1,,,,,Feather,,,,,14.56,9.2,,662.1888,3.123626374,,,,
J,B,1,35,2,2624,Chert,Grey,0.56,13.57,Flake,0,,Hertz,,,5.18,Single,,Yes,4,1,,Single,,Yes,4,1,,,,,,,,,,,,,Step,,,,,11,3.37,1.35,149.27,1.233636364,,,,
J,B,1,35,2,2625,Chert,Brown,1.26,10.48,Flake,15,Round,Hertz,,,11.78,Single,,Yes,5,1,,Single,,Yes,5,1,,,,,,,,,,1,,,Feather,,,,,17.32,5.97,2.91,181.5136,0.605080831,,,,
J,B,1,35,2,2626,Chert,Grey,2.74,14.04,Core,0,,,,,,,,,8,,,,,,8,,,,,,,,,,,,4,,,,,,,13.13,9.54,,184.3452,1.069306931,,,,
J,B,1,35,2,2627,Chert,Brown,0.57,20.79,Flake,0,,Hertz,,,,Focal,,Yes,3,,,Focal,,Yes,3,,,,,,,,,,,,,,Feather,,,,,11.65,2.96,,242.2035,1.784549356,,,,
J,B,1,35,2,2628,Chert,Faun,0.85,13.37,Flake-b,0,,Hertz,Dist,,15.72,2-scars,,Yes,4,2,,2-scars,,Yes,4,2,,,,,,,,,,,,,,,,,,18.56,3.2,3.23,248.1472,0.720366379,,,,
J,B,1,35,2,2629,Chert,Grey,0.82,10.73,Flake,0,,Hertz,,,8.32,Single,,No,4,1,,Single,,No,4,1,,,,,,,,,,,,,Feather,,,,,12.6,7.67,1.63,135.198,0.851587302,,,,
J,B,1,35,2,2630,Chert,Brown,5.55,22.13,Flake,30,Round,Hertz,,,13.31,Single,,No,6,1,,Single,,No,6,1,,,,,,,,,,,,,Feather,,,,,19.45,9.45,6.87,430.4285,1.137789203,,,,
J,B,1,35,2,2631,Chert,Grey,0.38,12.2,Flake,0,,Hertz,,,3.01,Single,,No,4,1,,Single,,No,4,1,,,,,,,,,,,,,Feather,,,,,9.02,3.39,1.96,110.044,1.352549889,,,,
J,B,1,35,2,2632,Chert,Brown,0.07,5.63,Flake,0,,Hertz,,,4.98,Single,,No,5,1,,Single,,No,5,1,,,,,,,,,,,,,Feather,,,,,5.64,2.52,2.68,31.7532,0.99822695,,,,
J,B,1,35,2,2633,Chert,Red,0.48,5.09,Flake-b,0,,,Trans,,,,,,6,,,,,,6,,,,,,,,Dist,,,,,,Feather,,,,,12.55,3.16,,63.8795,0.405577689,,,,
J,B,1,35,2,2634,Chert,Grey,2.06,10.42,RetF,0,,Hertz,,1,15.55,2-scars,,No,2,2,Yes,2-scars,,No,2,2,Yes,V-D,Percus,Rlat,4.42,3.87,,,,,,1,Feather,,,,,16.26,8.82,3.01,169.4292,0.640836408,,,,
J,B,1,35,2,2635,Chert,Brown,0.03,5.45,Flake,0,,Hertz,,,,Focal,,Yes,3,,,Focal,,Yes,3,,,,,,,,,,,,,,Feather,,,,,5.63,1.03,,30.6835,0.968028419,,,,
J,B,1,35,2,2636,Chert,Red,0.01,3.89,Flake,0,,Hertz,,,3.19,Single,,No,2,1,,Single,,No,2,1,,,,,,,,,,,,,Feather,,,,,3.47,1.03,0.81,13.4983,1.121037464,,,,
J,B,1,35,2,2637,Silcrete,Beige,0.08,6.22,Flake-b,0,,,Trans,,,,,,2,,,,,,2,,,,,,,,Dist,,,,,,Feather,,,,,7.4,1.72,,46.028,0.840540541,,,,
J,B,1,35,2,2638,Chert,Grey,0.22,5.71,Flake,0,,Hertz,,,8.42,Single,,No,3,1,,Single,,No,3,1,,,,,,,,,,,,,Feather,,,,,7.85,3.88,3.7,44.8235,0.727388535,,,,
J,B,1,35,2,2639,Chert,Brown,0.02,7.27,,0,,Hertz,,,,Focal,,No,4,,,Focal,,No,4,,,,,,,,,,,,,,Hinge,,,,,5.21,0.94,,37.8767,1.395393474,,,,
J,B,1,35,2,2640,Chert,Brown,0.1,7.66,Flake-b,0,,Bending,Trans,,4.06,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,Dist,,,,,,Feather,,,,,4.85,2.26,2.62,37.151,1.579381443,,,,
J,B,1,35,2,2641,Chert,Grey,0.16,8.86,Flake,0,,Hertz,,,6.94,Single,,Yes,4,1,,Single,,Yes,4,1,,,,,,,,,,,,,Feather,,,,,6.48,2,2.61,57.4128,1.367283951,,,,
J,B,1,35,2,2642,Chert,Grey,0.22,8.85,Flake-b,0,,,Trans,,,,,,3,,,,,,3,,,,,,,,Dist,,,,,,Feather,,,,,5.9,3.4,,52.215,1.5,,,,
J,B,1,35,2,2643,Chert,Brown,0.09,5.59,Flake,0,,Hertz,,,6.77,Single,,Yes,2,1,,Single,,Yes,2,1,,,,,,,,,,,,,Feather,,,,,9.97,0.88,1.09,55.7323,0.560682046,,,,
J,B,1,35,2,2644,Chert,Brown,0.06,6.7,Flake,0,,Hertz,,,,Focal,,No,2,,,Focal,,No,2,,,,,,,,,,,,,,Feather,,,,,7.26,2.28,,48.642,0.922865014,,,,
J,B,1,35,2,2645,Chert,Peach,0.03,4.3,Flake,0,,Hertz,,,,Focal,,No,2,,,Focal,,No,2,,,,,,,,,,,,,,Feather,,,,,6.08,1.11,,26.144,0.707236842,,,,
J,B,1,35,2,2646,Chert,Grey,0.02,3.43,Flake,0,,Hertz,,,,Focal,,No,4,,,Focal,,No,4,,,,,,,,,,,,,,Feather,,,,,5.27,1.18,,18.0761,0.65085389,,,,
J,B,1,35,2,2647,Silcrete,Faun,0.19,10.3,Flake,0,,Bending,,,7.96,Single,,No,3,1,,Single,,No,3,1,,,,,,,,,,1,,,Feather,,,,,8.21,1.55,2.89,84.563,1.2545676,,,,
